ID,HAIL-SIZE,LAT,LONG,MEM_VAL_X,MEM_VAL_Y,MEMBERSHIP VALUES OF DATA POINT,CONVERGED_TO_PT_X,CONVERGED_TO_PT_Y,FUZZY
153,0.75,31.9,-95.78,0.0371974217165,0.127808201618,"[0.1485788368515098, 0.2874357220542151, 0.28679760825122813, 0.2771878328430471]",34.6530993064,-97.7326567148,NO
154,1.0,39.08,-94.68,0.0128279012798,0.881251428128,"[0.24402804648078785, 0.08849971404609122, 0.23247123490263508, 0.43500100457048585]",39.9373243536,-93.3681420884,NO
155,1.0,42.58,-96.4,0.0406696338709,0.596975623107,"[0.4045389660130064, 0.2726630890253033, 0.2051229417250564, 0.11767500323663377]",39.9373243536,-93.3681420884,NO
156,1.5,41.2,-89.5,0.145438138725,0.695391680788,"[0.3636427639185383, 0.4436468866903042, 0.10903362155151948, 0.0836767278396381]",39.9373243536,-93.3681420884,NO
157,2.0,39.2,-94.0,0.00585706172963,0.95719150806,"[0.3463295366454782, 0.11225283912093877, 0.18831814686745213, 0.35309947736613084]",39.9373243536,-93.3681420884,NO
158,1.75,43.7,-103.4,0.005519195503,0.0245256221933,"[0.31472170603179517, 0.5489579749928926, 0.04654934122145517, 0.08977097775385716]",41.9659367689,-103.421060431,NO
159,4.5,37.58,-99.28,0.0212573413398,0.164663885031,"[0.3392011590293339, 0.3018571047156502, 0.12280711939231895, 0.2361346168626969]",34.6530993064,-97.7326567148,NO
160,1.75,35.38,-98.78,0.00483819935173,0.0294424388326,"[0.08850861909157148, 0.06546197665125447, 0.1906742746361437, 0.6553551296210304]",34.6530993064,-97.7326567148,NO
161,0.75,36.08,-97.08,0.00879052265139,0.0755241223219,"[0.6391110250146786, 0.04484365505098676, 0.025473095831012833, 0.2905722241033218]",34.6530993064,-97.7326567148,NO
162,1.0,40.38,-105.08,0.00868607179718,0.0353695346637,"[0.1949793901691619, 0.04944490428577458, 0.279656666006664, 0.47591903953839954]",41.9659367689,-103.421060431,NO
163,1.0,42.78,-102.18,0.00427748400473,0.0223464913386,"[0.002829618974537542, 0.5538573947747201, 0.23035554632111377, 0.21295743992962857]",41.9659367689,-103.421060431,NO
164,0.75,33.5,-101.0,0.0227538139903,0.0911658474478,"[0.030456347786147475, 0.5429283229645627, 0.2475419327759902, 0.1790733964732996]",34.6530993064,-97.7326567148,NO
165,1.25,38.2,-99.08,0.024359468711,0.209148412623,"[0.15829106583205874, 0.1297266249602576, 0.2395848430869995, 0.4723974661206842]",34.6530993064,-97.7326567148,NO
166,1.75,34.28,-99.08,0.00556844484994,0.0277712547918,"[0.21089455039113936, 0.37773119799716376, 0.39519363387141654, 0.01618061774028037]",34.6530993064,-97.7326567148,NO
167,0.75,36.08,-99.78,0.0143609764696,0.0862451511443,"[0.038953713655839266, 0.34928102858566334, 0.3737962169528566, 0.23796904080564082]",34.6530993064,-97.7326567148,NO
168,1.75,33.58,-98.9,0.00720108465063,0.032646251558,"[0.5431914904968322, 0.17284644385327044, 0.17741579654803075, 0.10654626910186661]",34.6530993064,-97.7326567148,NO
169,4.0,37.88,-99.4,0.0229623226425,0.179587643019,"[0.17532722333618722, 0.2303027927406016, 0.25993576897665793, 0.3344342149465533]",34.6530993064,-97.7326567148,NO
170,1.75,34.38,-99.0,0.004861585534,0.0247575065742,"[0.44172063054070626, 0.3722427951664914, 0.13728596516986635, 0.048750609122936]",34.6530993064,-97.7326567148,NO
171,2.75,39.78,-98.0,0.0307214842939,0.386705933766,"[0.059592189183448135, 0.3899818096431881, 0.23290604538273801, 0.3175199557906258]",39.9373243536,-93.3681420884,NO
172,0.75,47.28,-88.28,0.262379483178,0.45198895797,"[0.24854020311371938, 0.26986958786512527, 0.25517694236779725, 0.22641326665335815]",39.9373243536,-93.3681420884,NO
173,2.0,39.28,-93.58,0.00300275474792,0.980967642325,"[0.3439062865832632, 0.0737436146521346, 0.3679537944218118, 0.21439630434279033]",39.9373243536,-93.3681420884,NO
174,1.75,33.58,-97.08,0.00585911783674,0.0284185613438,"[0.4005284736632199, 0.012611035295232715, 0.1081653751692002, 0.4786951158723471]",34.6530993064,-97.7326567148,NO
175,1.75,30.08,-96.4,0.0567749060534,0.152021007815,"[0.12273801073352109, 0.4311391963604992, 0.18810095091809176, 0.25802184198788797]",34.6530993064,-97.7326567148,NO
176,0.75,37.2,-94.5,0.0308183928198,0.606255867942,"[0.09223550718078913, 0.4105552195232908, 0.20799087906539368, 0.2892183942305263]",39.9373243536,-93.3681420884,NO
177,1.0,37.08,-93.28,0.0393542630928,0.701249639122,"[0.11696862472518213, 0.1255759694840947, 0.010707088359595033, 0.746748317431128]",39.9373243536,-93.3681420884,NO
178,0.75,35.28,-87.28,0.452501323524,0.319800407405,"[0.13434894320930724, 0.32736391011867866, 0.35175544272121045, 0.18653170395080365]",37.7794743929,-81.4448348693,NO
179,1.0,36.08,-86.68,0.535410240731,0.280803530712,"[0.2035243535701852, 0.3347632628400585, 0.3119376382232074, 0.14977474536654886]",37.7794743929,-81.4448348693,NO
180,1.0,43.2,-76.78,0.740501394632,0.132801503595,"[3.927861770645012e-05, 0.7209821453517383, 0.17208696864752468, 0.10689160738303062]",37.7794743929,-81.4448348693,NO
181,2.75,32.28,-98.9,0.017939927457,0.0673904616194,"[0.0991006907063935, 0.2982162935185322, 0.18802225131666736, 0.41466076445840694]",34.6530993064,-97.7326567148,NO
182,1.0,40.2,-100.18,0.0219976711403,0.165678533555,"[0.25029381221823904, 0.015964659248676873, 0.5259062727619793, 0.20783525577110473]",41.9659367689,-103.421060431,NO
183,0.75,37.08,-76.28,0.844847029418,0.0764293613222,"[0.38021617423605963, 0.1763245168624089, 0.3035032058655648, 0.1399561030359666]",37.7794743929,-81.4448348693,NO
184,1.25,40.08,-76.78,0.838124843675,0.0823497565986,"[0.10444599089004632, 0.2440211772606393, 0.23910732852921904, 0.41242550332009525]",37.7794743929,-81.4448348693,NO
185,1.0,37.08,-107.8,0.0374688022187,0.119513956716,"[0.3741816208065865, 0.09683399646287458, 0.1481269401029913, 0.3808574426275475]",41.9659367689,-103.421060431,NO
186,3.0,34.2,-111.3,0.0632534992748,0.16063488809,"[0.10943814508378194, 0.3667391386355661, 0.3745091598581917, 0.14931355642246025]",41.9659367689,-103.421060431,NO
187,0.75,45.78,-108.5,0.0373795795915,0.112105780725,"[0.3523534667435121, 0.2826500335298363, 0.24214017876801752, 0.12285632095863397]",41.9659367689,-103.421060431,NO
188,0.75,41.2,-104.8,0.00453345389716,0.0188772686125,"[0.11387875986058066, 0.13698928504580143, 0.7172864968569751, 0.031845458236642775]",41.9659367689,-103.421060431,NO
189,0.75,33.2,-101.4,0.0268770010907,0.102192597801,"[0.4199608424052914, 0.23248479655399767, 0.18773711404964782, 0.15981724699106298]",34.6530993064,-97.7326567148,NO
190,0.75,47.5,-111.3,0.0590228210757,0.152525909147,"[0.2814013153364328, 0.2859451394204098, 0.18662460106626433, 0.24602894417689317]",41.9659367689,-103.421060431,NO
191,2.0,29.38,-89.68,0.248885046529,0.279540707277,"[0.25100834726340837, 0.265625378144992, 0.34283078082550456, 0.14053549376609517]",34.6530993064,-97.7326567148,NO
192,2.0,39.28,-103.4,0.0121394678366,0.0574845028128,"[0.2961636947112311, 0.3717284906595477, 0.1940656365220453, 0.13804217810717598]",41.9659367689,-103.421060431,NO
193,0.75,36.7,-100.18,0.0193844748474,0.118802101008,"[0.20324604739405322, 0.17760523309173476, 0.4765545385963983, 0.14259418091781367]",34.6530993064,-97.7326567148,NO
194,2.75,32.2,-98.78,0.0184156679565,0.0685805518962,"[0.2296031867138285, 0.19647252781975527, 0.25323264318489375, 0.32069164228152247]",34.6530993064,-97.7326567148,NO
195,0.75,32.58,-98.68,0.0141969033139,0.0559200379744,"[0.15924089076565334, 0.3036204219187752, 0.3852831255887721, 0.1518555617267994]",34.6530993064,-97.7326567148,NO
196,1.75,39.08,-99.4,0.0264906845211,0.226889559014,"[0.3757122363767827, 0.2970566308367402, 0.305998814127474, 0.021232318659003168]",34.6530993064,-97.7326567148,NO
197,0.75,35.58,-99.68,0.0114939132464,0.0654682151364,"[0.13985373482363214, 0.009462110052631124, 0.5062647361788735, 0.34441941894486333]",34.6530993064,-97.7326567148,NO
198,0.75,29.08,-94.18,0.10621502047,0.21521963549,"[0.2187167877042523, 0.38738510316603997, 0.10515175506795367, 0.28874635406175403]",34.6530993064,-97.7326567148,NO
199,1.5,35.5,-99.58,0.010484494676,0.0597125522387,"[0.10957681988414644, 0.29567511598631335, 0.5027399195067904, 0.09200814462274978]",34.6530993064,-97.7326567148,NO
200,2.0,35.0,-99.4,0.00779456875628,0.0421368490045,"[0.30425751536998624, 0.34616367508586715, 0.077745351173409, 0.27183345837073764]",34.6530993064,-97.7326567148,NO
201,0.75,36.38,-97.9,0.00947186051576,0.0772004534566,"[0.41939333056639255, 0.33842550363524765, 0.18988905756482527, 0.05229210823353445]",34.6530993064,-97.7326567148,NO
202,0.75,35.88,-97.58,0.00533763031251,0.0409837259115,"[0.22315162997138113, 0.01485790221404214, 0.24653865375757442, 0.5154518140570022]",34.6530993064,-97.7326567148,NO
203,0.75,40.0,-99.0,0.0286926692361,0.276641839398,"[0.25877971185830434, 0.3644313839519179, 0.305602285851636, 0.0711866183381417]",41.9659367689,-103.421060431,NO
204,1.5,35.38,-97.58,0.00199652401175,0.0137536347025,"[0.12149427430769678, 0.2470075100696897, 0.3076715814780433, 0.3238266341445701]",34.6530993064,-97.7326567148,NO
205,2.0,34.78,-97.58,0.000159086264369,0.000965302922579,"[0.0493540986669966, 0.46228967112722924, 0.115654149460805, 0.3727020807449691]",34.6530993064,-97.7326567148,NO
206,1.75,32.38,-100.28,0.0240220125931,0.0878347540284,"[0.15756058831216832, 0.10667414079888521, 0.5029358244127001, 0.23282944647624637]",34.6530993064,-97.7326567148,NO
207,0.75,32.08,-99.9,0.0243112537108,0.0868517642214,"[0.37842052072295607, 0.04607816809214608, 0.1782737834038449, 0.39722752778105297]",34.6530993064,-97.7326567148,NO
208,1.0,40.5,-101.68,0.0100051295987,0.0591466979766,"[0.47515226688816886, 0.4463651634853357, 0.004887826830825666, 0.07359474279566991]",41.9659367689,-103.421060431,NO
209,0.75,34.0,-100.78,0.0194887709125,0.0835388798309,"[0.06693748189650563, 0.32208601220945543, 0.32542957981973375, 0.28554692607430515]",34.6530993064,-97.7326567148,NO
210,0.75,41.08,-103.0,0.00184691656289,0.00920684304865,"[0.29143422156757576, 0.3306728348980019, 0.2199777583547658, 0.1579151851796564]",41.9659367689,-103.421060431,NO
211,0.75,45.78,-109.9,0.0448722588245,0.126512773221,"[0.42322061739425393, 0.2707515627509078, 0.17036355918192456, 0.13566426067291373]",41.9659367689,-103.421060431,NO
212,1.0,34.2,-97.08,0.00250701357721,0.0138371966267,"[0.1718434956128182, 0.23834294965191863, 0.32954294672013723, 0.2602706080151259]",34.6530993064,-97.7326567148,NO
213,1.0,42.78,-103.08,0.00148660201641,0.00705777438345,"[0.19432153037192068, 0.11711941712385279, 0.3840748177845598, 0.3044842347196667]",41.9659367689,-103.421060431,NO
214,0.75,34.38,-100.28,0.0147448325739,0.068371101312,"[0.22785482708702837, 0.15282440812937725, 0.15389545317509343, 0.46542531160850104]",34.6530993064,-97.7326567148,NO
215,2.0,40.28,-91.08,0.044110662645,0.869533696953,"[0.28712535547896545, 0.2897734899913201, 0.05258284931301871, 0.3705183052166957]",39.9373243536,-93.3681420884,NO
216,2.0,40.2,-91.58,0.0254198108593,0.914683410145,"[0.20212594197752815, 0.410515393937769, 0.23859128422473205, 0.14876737985997085]",39.9373243536,-93.3681420884,NO
217,0.75,35.78,-101.4,0.0231757193121,0.113093395969,"[0.2831024163886557, 0.14532780628070008, 0.12771709191579472, 0.4438526854148495]",34.6530993064,-97.7326567148,NO
218,1.0,41.08,-100.68,0.0157137976799,0.107234275479,"[0.1515407424858123, 0.2990238533654129, 0.22445048287986072, 0.32498492126891393]",41.9659367689,-103.421060431,NO
219,2.75,35.2,-101.68,0.0246112177953,0.111161359956,"[0.3577091810656975, 0.21628637711240478, 0.3011631706173181, 0.12484127120457968]",34.6530993064,-97.7326567148,NO
220,4.0,32.28,-95.9,0.030582480011,0.113302318983,"[0.09631229343269243, 0.2397957058405655, 0.5577329198385891, 0.1061590808881531]",34.6530993064,-97.7326567148,NO
221,1.25,45.2,-89.68,0.188156732853,0.562788489616,"[0.42503021718059525, 0.2727340834077715, 0.17039056288935817, 0.13184513652227514]",39.9373243536,-93.3681420884,NO
222,1.0,41.2,-96.58,0.0322664326579,0.623435604407,"[0.583240388603495, 0.3612020036620647, 0.051525172726632186, 0.004032435007807994]",39.9373243536,-93.3681420884,NO
223,1.75,44.7,-86.0,0.414362117999,0.373829105373,"[0.10030178078677814, 0.20052097000878608, 0.3514414174828647, 0.347735831721571]",37.7794743929,-81.4448348693,NO
224,1.75,40.0,-82.9,0.89994549342,0.0592119173749,"[0.21675512249408482, 0.4042237909063939, 0.24282683083539322, 0.1361942557641281]",37.7794743929,-81.4448348693,NO
225,1.75,41.7,-71.78,0.670977899389,0.15583786282,"[0.010997670433654483, 0.009715484925976611, 0.5359820882047787, 0.4433047564355903]",37.7794743929,-81.4448348693,NO
226,0.75,41.2,-81.58,0.871561829252,0.0734231949005,"[0.3991591674706162, 0.1001316947660599, 0.47424792579966435, 0.026461211963659494]",37.7794743929,-81.4448348693,NO
227,0.75,37.0,-102.68,0.0256710188292,0.120444283247,"[0.08695815227311818, 0.2727870946248995, 0.3313466373342671, 0.30890811576771515]",41.9659367689,-103.421060431,NO
228,1.0,39.0,-96.78,0.0278455593779,0.510487184459,"[0.15707041744923517, 0.3223026879777095, 0.20558829449554583, 0.3150386000775095]",39.9373243536,-93.3681420884,NO
229,1.0,38.0,-93.68,0.0208232847563,0.837536542547,"[0.40007178865045184, 0.027836257702262997, 0.23403363373372907, 0.3380583199135562]",39.9373243536,-93.3681420884,NO
230,1.75,36.7,-89.58,0.196419535583,0.554628202139,"[0.3281855060900376, 0.4343351979363859, 0.07478080037774466, 0.16269849559583185]",39.9373243536,-93.3681420884,NO
231,1.75,42.5,-71.28,0.649313030658,0.165238153017,"[0.0727175359894436, 0.2534090482916352, 0.3219079945815088, 0.35196542113741247]",37.7794743929,-81.4448348693,NO
232,5.0,32.58,-96.08,0.0246019209291,0.0971815574817,"[0.19083031271946518, 0.3984699890408161, 0.09146711482462924, 0.3192325834150895]",34.6530993064,-97.7326567148,NO
233,1.75,41.7,-100.0,0.0213113459911,0.159343568183,"[0.2462571237317636, 0.1740870477603913, 0.2690442803118248, 0.31061154819602016]",41.9659367689,-103.421060431,NO
234,1.5,34.88,-85.0,0.708339113311,0.160218935298,"[0.0495758510310541, 0.536339690476638, 0.07447502282061744, 0.33960943567169044]",37.7794743929,-81.4448348693,NO
235,2.0,34.38,-82.9,0.839748258908,0.0835288751377,"[0.06780729257222541, 0.308381953964856, 0.3983437363104848, 0.22546701715243372]",37.7794743929,-81.4448348693,NO
236,1.0,40.5,-96.9,0.0310406696055,0.573611847104,"[0.32970216050369694, 0.1066170412440064, 0.33226747724768735, 0.23141332100460937]",39.9373243536,-93.3681420884,NO
237,0.75,41.58,-96.68,0.0346402961934,0.598916475814,"[0.15580838755245027, 0.054942936511956246, 0.2250933655238012, 0.5641553104117922]",39.9373243536,-93.3681420884,NO
238,1.25,42.28,-73.28,0.694402820527,0.1478028181,"[0.021371352827227668, 0.42620940466686996, 0.35248669905334346, 0.19993254345255893]",37.7794743929,-81.4448348693,NO
239,3.0,40.58,-104.4,0.00524014088085,0.0226834676138,"[0.2338758115479675, 0.30464927221797117, 0.10785752263237681, 0.35361739360168454]",41.9659367689,-103.421060431,NO
240,2.0,36.38,-100.08,0.017499679679,0.104935558832,"[0.4153460041019441, 0.2690996011213691, 0.15778141826295353, 0.15777297651373337]",34.6530993064,-97.7326567148,NO
241,1.0,40.28,-96.78,0.0299404356811,0.589563368933,"[0.5217535757667614, 0.36016281283056495, 0.10743072809812197, 0.010652883304551657]",39.9373243536,-93.3681420884,NO
242,1.75,35.0,-97.58,0.000531077269832,0.00337414974715,"[0.10863210543449976, 0.34921011624998427, 0.4002982350396998, 0.14185954327581607]",34.6530993064,-97.7326567148,NO
243,2.75,42.08,-103.68,0.000232504008958,0.00106097828412,"[0.43523076104831376, 0.27289059864697757, 0.20669974315216305, 0.08517889715254573]",41.9659367689,-103.421060431,NO
244,2.0,40.78,-104.3,0.00408446699597,0.0178410998035,"[0.269894881117991, 0.06718533705111944, 0.40249290305422475, 0.26042687877666476]",41.9659367689,-103.421060431,NO
245,2.5,35.58,-98.28,0.0037153565843,0.0247097588018,"[0.26682476250369236, 0.28363916188026456, 0.2604316444432016, 0.18910443117284154]",34.6530993064,-97.7326567148,NO
246,1.75,45.58,-96.0,0.0704183711202,0.485625136793,"[0.028702777309747445, 0.2763214033215079, 0.17474272493518078, 0.520233094433564]",39.9373243536,-93.3681420884,NO
247,5.0,45.2,-99.0,0.0442662417035,0.265513416195,"[0.13672912375063762, 0.37770282575960695, 0.15286027574602884, 0.3327077747437267]",41.9659367689,-103.421060431,NO
248,1.75,38.58,-99.0,0.0259527011142,0.234450350569,"[0.32029000791397705, 0.3183920075507032, 0.3372956947218465, 0.0240222898134733]",34.6530993064,-97.7326567148,NO
249,1.5,44.5,-100.4,0.0268352500716,0.151723653887,"[0.39619303518885574, 0.4710256960285087, 0.1204952071421439, 0.01228606164049164]",41.9659367689,-103.421060431,NO
250,1.5,45.78,-99.68,0.0424863460751,0.223888206566,"[0.07348078937822679, 0.3630543695304333, 0.21468296875053408, 0.34878187234080577]",41.9659367689,-103.421060431,NO
251,1.0,42.88,-98.78,0.0342477724414,0.287441512311,"[0.34225825957312306, 0.47658253616482865, 0.01042990535910261, 0.17072929890294575]",41.9659367689,-103.421060431,NO
252,2.5,46.78,-95.4,0.0881751846755,0.470138129443,"[0.1361247510532197, 0.25988323663174967, 0.2890400336887436, 0.314951978626287]",39.9373243536,-93.3681420884,NO
253,0.75,45.88,-95.4,0.0781871052838,0.506952920082,"[0.18662493727779725, 0.44011075817743156, 0.22183948998552572, 0.15142481455924545]",39.9373243536,-93.3681420884,NO
254,0.75,36.38,-80.68,0.972939636366,0.0142648703264,"[0.3624126612003486, 0.07412309493492533, 0.16136824077970766, 0.4020960030850185]",37.7794743929,-81.4448348693,NO
255,1.5,39.38,-101.68,0.0162757136538,0.0952402571882,"[0.31365182915626094, 0.2914619929366725, 0.1321099051053672, 0.2627762728016995]",41.9659367689,-103.421060431,NO
256,1.75,31.4,-92.28,0.128889631941,0.279476819466,"[0.41789493908394126, 0.5432788656067212, 0.02108027043225682, 0.01774592487708056]",34.6530993064,-97.7326567148,NO
257,0.75,43.7,-95.18,0.0521028548278,0.648152604986,"[0.2451728262917337, 0.2543014136777283, 0.3947500533625204, 0.10577570666801764]",39.9373243536,-93.3681420884,NO
258,1.0,44.5,-83.4,0.589969527711,0.242942158723,"[0.42552212734415573, 0.1296051294293975, 0.02767059225149602, 0.4172021509749507]",37.7794743929,-81.4448348693,NO
259,1.0,39.78,-101.08,0.0174708074384,0.112530887433,"[0.1150047158847551, 0.2603805067209077, 0.06847022280046977, 0.5561445545938675]",41.9659367689,-103.421060431,NO
260,1.5,41.58,-98.08,0.0346399945353,0.392899217562,"[0.03027158152407823, 0.25572734659880003, 0.23266411480012458, 0.48133695707699714]",39.9373243536,-93.3681420884,NO
261,1.25,48.2,-106.58,0.0456768096632,0.137981726414,"[0.33222360716443455, 0.28580346885737945, 0.07571869933947353, 0.30625422463871255]",41.9659367689,-103.421060431,NO
262,0.75,48.5,-110.4,0.0600475549279,0.156357944052,"[0.3221814116683816, 0.10604308743734722, 0.1880295380303572, 0.38374596286391405]",41.9659367689,-103.421060431,NO
263,1.75,42.78,-71.68,0.652715949802,0.164482352169,"[0.2054015328057428, 0.18746724114087895, 0.3392425788583613, 0.2678886471950169]",37.7794743929,-81.4448348693,NO
264,0.75,48.78,-100.4,0.063444817299,0.23586249064,"[0.3114782220372007, 0.30500067493544913, 0.3601690939896028, 0.023352009037747493]",41.9659367689,-103.421060431,NO
265,2.0,46.58,-108.5,0.0415896385115,0.12221118724,"[0.0562928783122916, 0.22803315471557495, 0.2494428200574788, 0.46623114691465467]",41.9659367689,-103.421060431,NO
266,1.0,41.38,-99.5,0.0258007941641,0.215346463574,"[0.2814402317383107, 0.2030476194186018, 0.45023596524038223, 0.06527618360270529]",41.9659367689,-103.421060431,NO
267,1.75,42.08,-86.4,0.451823057298,0.373820859181,"[0.382888682497863, 0.22358956426316925, 0.32672740993062405, 0.06679434330834383]",37.7794743929,-81.4448348693,NO
268,1.5,42.7,-96.78,0.0418352002792,0.543574804593,"[0.3703173040709707, 0.06592572376970973, 0.3634578056416729, 0.20029916651764665]",39.9373243536,-93.3681420884,NO
269,2.0,44.0,-103.08,0.00770172444836,0.0347312144723,"[0.28234217090316266, 0.4108973952285161, 0.2005913370524511, 0.10616909681587024]",41.9659367689,-103.421060431,NO
270,1.0,45.5,-95.78,0.0711173266505,0.502735074906,"[0.10036948537506948, 0.4094598551050553, 0.20971402040583495, 0.28045663911404034]",39.9373243536,-93.3681420884,NO
271,1.75,41.0,-98.28,0.0326543491041,0.368909208654,"[0.2630698180427529, 0.019577581300460018, 0.07518275968572051, 0.6421698409710666]",39.9373243536,-93.3681420884,NO
272,1.75,37.7,-106.3,0.0284462364838,0.101225420101,"[0.21141750331238685, 0.32962431041488865, 0.09587800476764338, 0.3630801815050812]",41.9659367689,-103.421060431,NO
273,1.0,39.78,-101.28,0.0162537195541,0.101528528604,"[0.3565458726421499, 0.2841348248692651, 0.2732501179380457, 0.08606918455053926]",41.9659367689,-103.421060431,NO
274,1.0,42.0,-97.18,0.0377044745764,0.513850202905,"[0.3750383903850497, 0.24333747636168543, 0.20641037765478795, 0.17521375559847707]",39.9373243536,-93.3681420884,NO
275,0.75,37.78,-100.0,0.0230699230666,0.161100785395,"[0.12616758364801997, 0.04324174562987328, 0.48979567886114916, 0.3407949918609577]",34.6530993064,-97.7326567148,NO
276,1.75,38.88,-104.08,0.0152281217665,0.0667853881144,"[0.33226794338929333, 0.2861423646828205, 0.12669663815518298, 0.25489305377270316]",41.9659367689,-103.421060431,NO
277,1.0,45.78,-123.3,0.103154084418,0.200569794474,"[0.3494424227883995, 0.17042643629134924, 0.2030505327872297, 0.27708060813302154]",41.9659367689,-103.421060431,NO
278,2.0,47.7,-117.9,0.0871726904597,0.186964571431,"[0.10527915385093499, 0.10095831808707678, 0.4389836804837613, 0.35477884757822686]",41.9659367689,-103.421060431,NO
279,0.75,48.28,-117.68,0.087704228032,0.187948083654,"[0.32453712930664413, 0.10386577495593047, 0.2740047974572695, 0.29759229828015593]",41.9659367689,-103.421060431,NO
280,2.75,46.5,-118.88,0.0885386461852,0.187573066197,"[0.2544197836617953, 0.39695848223272434, 0.1585087995467042, 0.19011293455877626]",41.9659367689,-103.421060431,NO
281,1.75,39.2,-94.58,0.0110108940598,0.903243231454,"[0.3794498184265436, 0.15822459266067906, 0.3369901544539445, 0.12533543445883277]",39.9373243536,-93.3681420884,NO
282,2.0,39.2,-94.5,0.0102083976853,0.912540289228,"[0.3587966775563637, 0.29969380836869564, 0.13106601434641799, 0.21044349972852283]",39.9373243536,-93.3681420884,NO
283,2.75,39.88,-94.4,0.00671562216021,0.949354305892,"[0.060082623383251425, 0.5495463325494476, 0.2732447878965913, 0.11712625617070964]",39.9373243536,-93.3681420884,NO
284,0.75,30.5,-87.9,0.345099526005,0.279472509024,"[0.23903082433165196, 0.08936219501023612, 0.2746230984996889, 0.39698388215842306]",37.7794743929,-81.4448348693,NO
285,1.75,43.58,-72.58,0.654973502118,0.165333057738,"[0.22893674748156975, 0.246998662525388, 0.08797185147541539, 0.43609273851762687]",37.7794743929,-81.4448348693,NO
286,0.75,46.7,-111.68,0.0575674758298,0.149064842978,"[0.5663980012062356, 0.3020240017808558, 0.03879990114269013, 0.09277809587021839]",41.9659367689,-103.421060431,NO
287,2.0,44.0,-103.5,0.00737321735676,0.0320621147778,"[0.3425989228474102, 0.22250298858960849, 0.08516528057637943, 0.34973280798660183]",41.9659367689,-103.421060431,NO
288,0.75,47.0,-109.9,0.0503298456253,0.138246443443,"[0.09607392397161149, 0.004909709948467845, 0.5065343684190838, 0.39248199766083675]",41.9659367689,-103.421060431,NO
289,0.75,40.78,-102.28,0.00531064755383,0.0289316650061,"[0.04761362352733382, 0.5734327697783173, 0.3210784918373577, 0.05787511485699114]",41.9659367689,-103.421060431,NO
290,2.75,45.78,-96.5,0.0687413176949,0.445969832086,"[0.296522856235169, 0.23869641209634532, 0.32198915620047674, 0.14279157546800908]",39.9373243536,-93.3681420884,NO
291,2.0,34.28,-110.0,0.0580460150655,0.154946643128,"[0.20727438673235668, 0.23198972054015538, 0.2907006628787636, 0.2700352298487244]",41.9659367689,-103.421060431,NO
292,1.0,45.5,-100.4,0.0341924275682,0.175247750293,"[0.32952450479918993, 0.10728538287451511, 0.25279191135334067, 0.3103982009729543]",41.9659367689,-103.421060431,NO
293,2.75,47.5,-101.08,0.047153795292,0.191454992371,"[0.5526728456185186, 0.09831344053083439, 0.0965873711704409, 0.2524263426802061]",41.9659367689,-103.421060431,NO
294,1.75,44.78,-108.8,0.0346940908733,0.104841132667,"[0.13940456993823452, 0.2734539261382885, 0.2637532012549009, 0.3233883026685761]",41.9659367689,-103.421060431,NO
295,1.5,43.28,-98.08,0.040807383661,0.365512449991,"[0.1439446805442218, 0.20947248892816364, 0.11868121541005178, 0.5279016151175627]",41.9659367689,-103.421060431,NO
296,1.0,43.58,-95.78,0.0499765443053,0.606576244514,"[0.05903281820319248, 0.2442094411393677, 0.5721945087812207, 0.12456323187621914]",39.9373243536,-93.3681420884,NO
297,1.0,44.0,-96.28,0.0533037067482,0.536783853231,"[0.1783480787070382, 0.1526396503896893, 0.4486462101201872, 0.2203660607830852]",39.9373243536,-93.3681420884,NO
298,2.0,44.88,-102.5,0.0159028922543,0.0717908273704,"[0.04542199613936449, 0.1285294183382322, 0.4242054563796255, 0.4018431291427778]",41.9659367689,-103.421060431,NO
299,0.75,35.38,-98.18,0.0023778631316,0.0154050343589,"[0.305382568210835, 0.2908865388938288, 0.3549595011534271, 0.04877139174190915]",34.6530993064,-97.7326567148,NO
300,1.0,35.5,-98.68,0.00486798879938,0.0305402365663,"[0.09884066305933505, 0.4463456281898287, 0.24546873041046055, 0.20934497834037571]",34.6530993064,-97.7326567148,NO
301,1.0,42.38,-83.0,0.739079946586,0.155754231885,"[0.19859767471866063, 0.2823851483883335, 0.4726742762952302, 0.04634290059777568]",37.7794743929,-81.4448348693,NO
302,1.5,45.58,-94.4,0.0829790823807,0.567199747063,"[0.353234679776511, 0.0056161399743288485, 0.15474531885115517, 0.4864038613980049]",39.9373243536,-93.3681420884,NO
303,2.75,48.78,-98.4,0.0787001954019,0.306719088413,"[0.2986736777402102, 0.24870125554289163, 0.17448735587541475, 0.27813771084148337]",41.9659367689,-103.421060431,NO
304,0.75,39.78,-104.9,0.0111042378998,0.0457774895746,"[0.26706908895317105, 0.23728352102056507, 0.40707074568849905, 0.0885766443377648]",41.9659367689,-103.421060431,NO
305,2.5,39.88,-104.9,0.0105303320306,0.0434477290203,"[0.010202896905826351, 0.23564505411129025, 0.28184358950312016, 0.4723084594797632]",41.9659367689,-103.421060431,NO
306,1.5,39.7,-104.9,0.0115742747075,0.0476795602608,"[0.3537345604155306, 0.06731743261810728, 0.36306147863149485, 0.21588652833486727]",41.9659367689,-103.421060431,NO
307,1.75,40.2,-103.0,0.00623961935904,0.031204314477,"[0.07621205769153733, 0.26350387624790134, 0.12381774087189479, 0.5364663251886667]",41.9659367689,-103.421060431,NO
