ID,HAIL-SIZE,LAT,LONG,MEM_VAL_X,MEM_VAL_Y,MEMBERSHIP VALUES OF DATA POINT,CONVERGED_TO_PT_X,CONVERGED_TO_PT_Y,FUZZY
42,0.75,33.7,-97.5,0.0034783801713,0.0170783452971,"[0.015434634069245981, 0.28692241139187896, 0.23226807900211233, 0.4653748755367627]",34.6530993064,-97.7326567148,NO
43,1.0,33.58,-97.78,0.00396232144414,0.0188441214918,"[0.08696165017226434, 0.3164720206906329, 0.29394355705166225, 0.3026227720854404]",34.6530993064,-97.7326567148,NO
44,0.75,35.58,-91.4,0.113490617357,0.533960439099,"[0.32802776757040597, 0.3529475691326048, 0.09719063062274318, 0.22183403267424598]",39.9373243536,-93.3681420884,NO
45,0.75,35.7,-91.28,0.116204774977,0.545133208125,"[0.3733483593531583, 0.17678688125136247, 0.3920957255128767, 0.05776903388260243]",39.9373243536,-93.3681420884,NO
46,1.5,35.58,-91.28,0.118479929074,0.533462109721,"[0.22656729668591258, 0.4381380682431913, 0.07252576099678631, 0.26276887407410976]",39.9373243536,-93.3681420884,NO
47,0.75,35.5,-90.4,0.164482306846,0.510067142559,"[0.3340181804621896, 0.2648395017348511, 0.27192353819130444, 0.12921877961165493]",39.9373243536,-93.3681420884,NO
48,0.75,31.78,-97.0,0.0263949148108,0.092468666765,"[0.31289260826409365, 0.2944865128302699, 0.3835805431870148, 0.00904033571862168]",34.6530993064,-97.7326567148,NO
49,0.75,34.5,-92.28,0.0971562410364,0.415095708979,"[0.33776110195540215, 0.29397628340112525, 0.09267166157897391, 0.27559095306449866]",34.6530993064,-97.7326567148,NO
50,1.0,33.7,-96.68,0.00776447768478,0.0388803238479,"[0.035060202631953946, 0.1688453358361675, 0.2568572228484235, 0.5392372386834551]",34.6530993064,-97.7326567148,NO
51,1.5,33.38,-96.9,0.00851432065293,0.0397804309532,"[0.10481116024651634, 0.39351384772777853, 0.3139541318552815, 0.18772086017042372]",34.6530993064,-97.7326567148,NO
52,0.75,33.2,-95.0,0.0358601768047,0.154354452516,"[0.06065716197475906, 0.15951745740819637, 0.6383489853585393, 0.1414763952585052]",34.6530993064,-97.7326567148,NO
53,1.0,34.2,-92.0,0.110270304496,0.403486740999,"[0.25790066760286834, 0.2208918102606148, 0.24527540153604646, 0.2759321206004704]",34.6530993064,-97.7326567148,NO
54,2.0,33.7,-93.58,0.0654957588289,0.28025997735,"[0.38132873159228076, 0.14295258904452726, 0.28098863844272626, 0.1947300409204658]",34.6530993064,-97.7326567148,NO
55,1.0,33.5,-95.0,0.0335400786762,0.155273905113,"[0.09273676154163676, 0.33610038830450495, 0.3342982206124747, 0.23686462954138354]",34.6530993064,-97.7326567148,NO
56,1.0,34.0,-98.5,0.00316791822433,0.0156769144232,"[0.07019701980502138, 0.21392726896585787, 0.6251163834945666, 0.09075932773455406]",34.6530993064,-97.7326567148,NO
57,1.5,34.38,-79.0,0.869098573529,0.0645375387492,"[0.527139760466326, 0.09658341860626668, 0.1583805866355053, 0.217896234291902]",37.7794743929,-81.4448348693,NO
58,1.0,33.7,-87.58,0.405715412878,0.312028406561,"[0.10927650509207408, 0.19623030499559294, 0.1359634457003612, 0.5585297442119718]",37.7794743929,-81.4448348693,NO
59,1.75,33.38,-87.0,0.455576694272,0.280537247003,"[0.22962501265089388, 0.5102619459934902, 0.04716820098775788, 0.21294484036785807]",37.7794743929,-81.4448348693,NO
60,2.75,32.78,-86.68,0.471266582993,0.263204554231,"[0.49196094623595327, 0.3235471671776059, 0.08561965832452754, 0.09887222826191337]",37.7794743929,-81.4448348693,NO
61,0.75,33.0,-85.9,0.545917289186,0.22941422672,"[0.42119868778246705, 0.1620789814039102, 0.36395881053072277, 0.052763520282899844]",37.7794743929,-81.4448348693,NO
62,2.0,33.2,-84.18,0.693539456623,0.155228526204,"[0.23404920445970787, 0.2910428756046503, 0.2766470381135188, 0.19826088182212295]",37.7794743929,-81.4448348693,NO
63,1.0,35.08,-81.08,0.923036277849,0.0397336201522,"[0.16025549423262514, 0.27618414413795833, 0.2014273575925864, 0.3621330040368301]",37.7794743929,-81.4448348693,NO
64,0.75,31.28,-92.78,0.113623690904,0.261420965999,"[0.2237451746472036, 0.41652054847632436, 0.1456698078111999, 0.21406446906527216]",34.6530993064,-97.7326567148,NO
65,0.75,30.5,-99.78,0.0401594119319,0.120225614032,"[0.3330986295713415, 0.2960926460602738, 0.32445392980362997, 0.046354794564754685]",34.6530993064,-97.7326567148,NO
66,2.0,35.58,-81.4,0.945458388717,0.0286578301582,"[0.38100660582387086, 0.1723940868154791, 0.19559923352955796, 0.25100007383109213]",37.7794743929,-81.4448348693,NO
67,0.75,32.08,-98.28,0.0189122945831,0.0697281081333,"[0.14242194925418886, 0.2914357829496004, 0.24451463898098189, 0.3216276288152288]",34.6530993064,-97.7326567148,NO
68,1.0,30.28,-97.68,0.0444934321226,0.127772189363,"[0.09551550392637444, 0.3255882509659706, 0.23233293575197453, 0.34656330935568047]",34.6530993064,-97.7326567148,NO
69,2.0,33.2,-86.58,0.490620670656,0.259970901414,"[0.1097165344158928, 0.3195543289165804, 0.2708566430577857, 0.29987249360974133]",37.7794743929,-81.4448348693,NO
70,0.75,37.2,-91.0,0.0938697304996,0.690516661124,"[0.42296414009182065, 0.2606175551788601, 0.27916206743943595, 0.037256237289883386]",39.9373243536,-93.3681420884,NO
71,0.75,41.7,-79.5,0.84639429276,0.0832149495721,"[0.022100191416880667, 0.3491939095872315, 0.40251299912838107, 0.2261928998675069]",37.7794743929,-81.4448348693,NO
72,2.5,41.38,-86.9,0.413250432854,0.412180020637,"[0.043052147031568906, 0.39571163268128035, 0.3077198173896658, 0.2535164028974849]",37.7794743929,-81.4448348693,NO
73,3.0,42.38,-91.0,0.078837763225,0.778230693965,"[0.19229636236880543, 0.2518357400214134, 0.4716815687765546, 0.08418632883322658]",39.9373243536,-93.3681420884,NO
74,1.75,37.88,-91.78,0.0477362786366,0.80684171551,"[0.06354374321384741, 0.3509637503115615, 0.5484586928331681, 0.03703381364142293]",39.9373243536,-93.3681420884,NO
75,2.0,41.58,-86.68,0.434421731748,0.392535950366,"[0.3196338183428647, 0.24658482589538505, 0.23455153967038053, 0.19922981609136975]",37.7794743929,-81.4448348693,NO
76,0.75,41.7,-86.0,0.510821608499,0.3286634116,"[0.2600110396538948, 0.33123643840568456, 0.39226183556544125, 0.016490686374979448]",37.7794743929,-81.4448348693,NO
77,1.5,34.7,-96.78,0.00370167740049,0.0232168125135,"[0.27389953617899937, 0.3202373187074738, 0.33484748679120524, 0.07101565832232141]",34.6530993064,-97.7326567148,NO
78,2.75,35.2,-95.4,0.0220958507737,0.168702334563,"[0.032341929958434795, 0.5157911962222685, 0.08138605292446534, 0.3704808208948313]",34.6530993064,-97.7326567148,NO
79,1.0,35.28,-95.58,0.0194662373286,0.151788295995,"[0.38193318651172925, 0.24531721210672244, 0.14101740578326566, 0.23173219559828254]",34.6530993064,-97.7326567148,NO
80,1.0,32.5,-94.68,0.0492876021118,0.177426826282,"[0.2131644635967941, 0.3096914352510052, 0.26664608330375694, 0.21049801784844374]",34.6530993064,-97.7326567148,NO
81,1.75,33.08,-93.9,0.0620156043387,0.235686417861,"[0.1849376565863561, 0.031017285039301113, 0.6153322109751586, 0.16871284739918443]",34.6530993064,-97.7326567148,NO
82,2.75,32.88,-93.68,0.0696570524362,0.246091045668,"[0.05555856656752574, 0.3057223940749186, 0.3811415470012441, 0.2575774923563116]",34.6530993064,-97.7326567148,NO
83,1.75,32.7,-93.28,0.0826897868192,0.265996744755,"[0.5947367524422321, 0.0009641144604285153, 0.31593270153160524, 0.08836643156573407]",34.6530993064,-97.7326567148,NO
84,1.75,37.08,-89.58,0.187701249437,0.579876219431,"[0.2743599456055773, 0.3536224045954346, 0.16625235647145367, 0.2057652933275344]",39.9373243536,-93.3681420884,NO
85,1.0,32.78,-98.9,0.0131219977761,0.0528767368349,"[0.137860353461142, 0.23656635658166336, 0.21266129614762955, 0.4129119938095651]",34.6530993064,-97.7326567148,NO
86,0.75,33.2,-98.5,0.00803894680185,0.0349589785328,"[0.28182894874415865, 0.19737530681316712, 0.08234900472001841, 0.4384467397226558]",34.6530993064,-97.7326567148,NO
87,1.0,37.28,-96.68,0.0215600443366,0.274672832147,"[0.30067708141589067, 0.11164049073581722, 0.31821170701364215, 0.26947072083464985]",34.6530993064,-97.7326567148,NO
88,2.0,33.08,-98.58,0.00929005402518,0.0395445797485,"[0.2720868509877065, 0.08837132408916917, 0.3822417118132389, 0.2573001131098853]",34.6530993064,-97.7326567148,NO
89,2.75,39.0,-94.5,0.0117087414741,0.896346523351,"[0.28845984035942546, 0.15962744156344172, 0.1855189763349379, 0.3663937417421949]",39.9373243536,-93.3681420884,NO
90,2.0,39.38,-92.78,0.00394332449537,0.980626077507,"[0.6066052726207031, 0.08384832739278432, 0.13634324146965338, 0.1732031585168591]",39.9373243536,-93.3681420884,NO
91,1.0,40.88,-94.18,0.0095606053602,0.939061880596,"[0.4161535375478299, 0.07113061232928083, 0.04978433759870247, 0.46293151252418674]",39.9373243536,-93.3681420884,NO
92,0.75,38.78,-94.28,0.0119504614357,0.897989737461,"[0.4500232098551582, 0.3255241322290498, 0.20820671454036763, 0.016245943375424364]",39.9373243536,-93.3681420884,NO
93,1.75,39.0,-91.58,0.0316847778904,0.887486145757,"[0.16624229990469516, 0.31540665280804187, 0.20646006182824486, 0.3118909854590181]",39.9373243536,-93.3681420884,NO
94,1.5,35.0,-92.28,0.0913235345594,0.459427962284,"[0.3207277293428384, 0.358535626064599, 0.18297646238034032, 0.1377601822122223]",39.9373243536,-93.3681420884,NO
95,2.75,34.88,-81.28,0.911852293621,0.0454360185825,"[0.35498173987940596, 0.27431159871929767, 0.2925596395810689, 0.07814702182022744]",37.7794743929,-81.4448348693,NO
96,2.5,35.0,-80.9,0.919256716106,0.0414823077247,"[0.2251197031976099, 0.2093950609749166, 0.011771857645851985, 0.5537133781816215]",37.7794743929,-81.4448348693,NO
97,0.75,32.5,-85.0,0.599190065377,0.197650845641,"[0.4274252009431712, 0.28094822203240344, 0.25184567551327725, 0.03978090151114806]",37.7794743929,-81.4448348693,NO
98,2.75,34.5,-82.0,0.879154335684,0.0623685013861,"[0.5014824655079306, 0.006918154960660438, 0.34058721965046, 0.1510121598809488]",37.7794743929,-81.4448348693,NO
99,4.0,35.0,-81.0,0.919213500867,0.0415726274276,"[0.16845728449515576, 0.1780551651440395, 0.5985538749123154, 0.05493367544848923]",37.7794743929,-81.4448348693,NO
100,0.75,37.7,-76.4,0.851177555944,0.0739023399701,"[0.3400577461160311, 0.3577335117073589, 0.17201572316970665, 0.13019301900690333]",37.7794743929,-81.4448348693,NO
101,2.75,35.88,-78.78,0.915341456664,0.0427262665231,"[0.3849434789505854, 0.09025907223234803, 0.43260377886191603, 0.09219366995515053]",37.7794743929,-81.4448348693,NO
102,0.75,35.28,-99.0,0.00574733678988,0.033655669218,"[0.1599562150663269, 0.46358164259754064, 0.3479148288897172, 0.028547313446415243]",34.6530993064,-97.7326567148,NO
103,1.0,42.38,-96.4,0.0390980978477,0.606773123976,"[0.1453375307481674, 0.4528428960661413, 0.1019202302440833, 0.299899342941608]",39.9373243536,-93.3681420884,NO
104,1.75,33.38,-97.08,0.0074322575114,0.0346448744601,"[0.21940519655243965, 0.34320327205857815, 0.23459618966310833, 0.2027953417258738]",34.6530993064,-97.7326567148,NO
105,2.0,43.58,-95.9,0.0498598968476,0.595481062154,"[0.07291055069514607, 0.4395978925155397, 0.42460526746871197, 0.06288628932060215]",39.9373243536,-93.3681420884,NO
106,2.0,43.7,-95.78,0.0513083800664,0.599137656536,"[0.11199787066624844, 0.2762709261952006, 0.23875970742327085, 0.37297149571528004]",39.9373243536,-93.3681420884,NO
107,0.75,35.38,-97.4,0.0023809391046,0.0166971676845,"[0.025649265823732996, 0.26934503996587345, 0.5299180667415839, 0.1750876274688097]",34.6530993064,-97.7326567148,NO
108,2.0,26.1,-80.18,0.521566754503,0.198710001546,"[0.5187302772608984, 0.10567703581646373, 0.0071983130980605645, 0.36839437382457735]",37.7794743929,-81.4448348693,NO
109,1.0,36.5,-100.08,0.018041261869,0.10964014972,"[0.5449747361675763, 0.1791406593004818, 0.25758787620729207, 0.01829672832464986]",34.6530993064,-97.7326567148,NO
110,1.75,45.58,-89.08,0.219711672747,0.524189091729,"[0.2518120198430197, 0.22044789023921568, 0.2576593993611876, 0.27008069055657685]",39.9373243536,-93.3681420884,NO
111,0.75,43.2,-90.18,0.132181913803,0.680031869641,"[0.2134067843852682, 0.506852103775813, 0.20610222577238782, 0.07363888606653092]",39.9373243536,-93.3681420884,NO
112,1.0,46.08,-88.58,0.246503353462,0.489580310576,"[0.049565743216260824, 0.4528707250875524, 0.13130432907712014, 0.36625920261906675]",39.9373243536,-93.3681420884,NO
113,1.5,42.2,-73.4,0.698625505453,0.145996663603,"[0.4259589094607837, 0.005690249454166064, 0.24059105418602153, 0.3277597868990287]",37.7794743929,-81.4448348693,NO
114,1.0,43.0,-91.78,0.0687278644813,0.774862509494,"[0.19213298286926012, 0.3859367292213219, 0.06945665381198579, 0.3524736340974323]",39.9373243536,-93.3681420884,NO
115,1.0,38.5,-93.68,0.0126131341171,0.908584507609,"[0.4552981583947896, 0.14503909587403155, 0.2165970480558743, 0.1830656976753045]",39.9373243536,-93.3681420884,NO
116,2.0,36.7,-97.08,0.0146559135314,0.14718544979,"[0.2801560047094481, 0.20809854541256423, 0.25488377259137684, 0.2568616772866108]",34.6530993064,-97.7326567148,NO
117,1.75,37.08,-94.68,0.0310180800373,0.555708698943,"[0.16511340352154552, 0.4094945313729982, 0.005900127496632654, 0.41949193760882353]",39.9373243536,-93.3681420884,NO
118,0.75,33.38,-82.0,0.811543710133,0.0941465141896,"[0.28469974488754857, 0.2756345326014079, 0.15958010878061676, 0.2800856137304268]",37.7794743929,-81.4448348693,NO
119,0.75,33.0,-85.0,0.621760242577,0.190793410519,"[0.07267738846331341, 0.3953637497940313, 0.39456682068081683, 0.1373920410618383]",37.7794743929,-81.4448348693,NO
120,2.0,31.5,-83.18,0.657731337536,0.162078470696,"[0.12270205671548988, 0.2319668655123083, 0.27305229319120905, 0.3722787845809928]",37.7794743929,-81.4448348693,NO
121,0.75,36.0,-102.58,0.0278688737581,0.123947883908,"[0.3312781382954031, 0.08966648023131601, 0.578889972042204, 0.0001654094310768317]",34.6530993064,-97.7326567148,NO
122,0.75,36.78,-100.5,0.0209833397175,0.12431065573,"[0.006606663312264927, 0.350843035280061, 0.3972348959834857, 0.24531540542418825]",34.6530993064,-97.7326567148,NO
123,0.75,32.7,-96.9,0.0153197921162,0.0627997508309,"[0.477039579938552, 0.14913151728727106, 0.2785961630355518, 0.09523273973862521]",34.6530993064,-97.7326567148,NO
124,0.75,32.78,-97.08,0.0133146215486,0.0554076507319,"[0.39676875385068217, 0.3515640669227373, 0.10074830807379902, 0.15091887115278152]",34.6530993064,-97.7326567148,NO
125,1.0,32.58,-95.18,0.0384962401232,0.146014025422,"[0.05571963047245262, 0.5919916135156897, 0.26915920840318885, 0.08312954760866885]",34.6530993064,-97.7326567148,NO
126,0.75,30.08,-101.9,0.0508058950777,0.142766195976,"[0.028611416753946562, 0.4421439101854033, 0.28676685897895593, 0.24247781408169425]",34.6530993064,-97.7326567148,NO
127,1.0,32.38,-95.28,0.0389928641109,0.1428410111,"[0.1926299445868858, 0.1877023933571884, 0.4809362107380927, 0.13873145131783307]",34.6530993064,-97.7326567148,NO
128,1.25,38.28,-101.78,0.0214683489188,0.119347636782,"[0.40536131108727114, 0.11884180247016819, 0.20262782435055268, 0.2731690620920081]",41.9659367689,-103.421060431,NO
129,0.75,41.88,-103.58,0.000112336268715,0.000519907303708,"[0.09522694194522653, 0.21555779428271424, 0.29486358681483577, 0.3943516769572235]",41.9659367689,-103.421060431,NO
130,2.75,38.0,-100.68,0.0235684148686,0.150403673799,"[0.09204782387808616, 0.5395976745541777, 0.019436073695112976, 0.3489184278726232]",34.6530993064,-97.7326567148,NO
131,1.5,32.38,-99.68,0.0204964519217,0.0764323012664,"[0.48026195145737777, 0.1424579104310939, 0.3551161546669537, 0.022163983444574695]",34.6530993064,-97.7326567148,NO
132,1.0,41.0,-98.68,0.0310137068668,0.316291284533,"[0.2550290221757673, 0.32767055713675936, 0.21302785135501162, 0.2042725693324617]",41.9659367689,-103.421060431,NO
133,2.75,34.28,-98.08,0.000869637637339,0.0046311208697,"[0.2202632212013343, 0.3835431164172647, 0.1564788747921673, 0.23971478758923387]",34.6530993064,-97.7326567148,NO
134,2.75,34.38,-98.0,0.000491728916811,0.00268056988679,"[0.14208664215139089, 0.22267764856271158, 0.11123385389799413, 0.5240018553879033]",34.6530993064,-97.7326567148,NO
135,1.5,43.58,-88.68,0.227008752827,0.561975002302,"[0.1551281249158157, 0.40749363060709437, 0.4049575644924018, 0.03242067998468813]",39.9373243536,-93.3681420884,NO
136,0.75,44.58,-117.5,0.0800535905308,0.177527842266,"[0.30655440149437313, 0.02821905857036008, 0.3272030803531317, 0.338023459582135]",41.9659367689,-103.421060431,NO
137,0.75,36.88,-106.3,0.0328980421878,0.114410617474,"[0.035207884750106534, 0.5039216734502867, 0.21783374352950008, 0.2430366982701067]",41.9659367689,-103.421060431,NO
138,0.75,42.08,-102.9,0.000458600478947,0.00226774493441,"[0.38565235779509016, 0.23714947080812765, 0.3295921180029772, 0.04760605339380493]",41.9659367689,-103.421060431,NO
139,1.0,36.08,-97.9,0.00676338339892,0.0519121673286,"[0.08239175621059111, 0.32420227497517223, 0.28682013614124, 0.3065858326729966]",34.6530993064,-97.7326567148,NO
140,1.5,37.7,-97.4,0.0222990600796,0.262753230636,"[0.09622687612705906, 0.2923341623776072, 0.31643445899421024, 0.2950045025011235]",34.6530993064,-97.7326567148,NO
141,0.75,30.38,-81.68,0.652468450705,0.158816011929,"[0.09336014702844662, 0.01528386606259588, 0.4585499320254001, 0.4328060548835573]",37.7794743929,-81.4448348693,NO
142,1.0,35.88,-97.4,0.00576227117021,0.0452599280566,"[0.40191442937329436, 0.38775102147473844, 0.0015090839667579112, 0.20882546518520928]",34.6530993064,-97.7326567148,NO
143,1.25,35.78,-96.4,0.0115559529775,0.0993270925827,"[0.17099679464246803, 0.3856299254584743, 0.4082565773120312, 0.035116702587026496]",34.6530993064,-97.7326567148,NO
144,1.75,44.0,-102.58,0.00890247485169,0.0420107695324,"[0.12641046740174924, 0.24381813686275214, 0.48426678399623474, 0.1455046117392639]",41.9659367689,-103.421060431,NO
145,1.5,31.5,-83.5,0.642757180657,0.169201299367,"[0.43873837979160346, 0.04856616431556948, 0.45950542447971154, 0.053190031413115416]",37.7794743929,-81.4448348693,NO
146,0.75,37.58,-97.28,0.021682999682,0.256799005205,"[0.2514963507655046, 0.669407261477375, 0.06324180791900326, 0.01585457983811726]",34.6530993064,-97.7326567148,NO
147,2.75,34.7,-100.5,0.0163208981751,0.0772688181167,"[0.2887166737896058, 0.10473673440989928, 0.2778181222463429, 0.328728469554152]",34.6530993064,-97.7326567148,NO
148,1.5,39.58,-103.18,0.0101605680613,0.0495171360282,"[0.2602331539884664, 0.04649782468793882, 0.4397539460890197, 0.25351507523457506]",41.9659367689,-103.421060431,NO
149,1.0,39.08,-84.68,0.791329366834,0.130176376181,"[0.16592676114654997, 0.019982971662830844, 0.31346990400000996, 0.5006203631906092]",37.7794743929,-81.4448348693,NO
150,2.5,34.0,-98.9,0.00522192782389,0.0252435913919,"[0.28647803665936605, 0.20521880547821456, 0.29016497831765903, 0.21813817954476036]",34.6530993064,-97.7326567148,NO
151,2.0,39.78,-96.08,0.0246857849978,0.69519342107,"[0.056325062368903625, 0.28365724190796954, 0.3262625028088388, 0.3337551929142881]",39.9373243536,-93.3681420884,NO
152,0.75,40.78,-95.4,0.0207904800521,0.814548864912,"[0.26731782689338646, 0.0672869423539582, 0.20666050026446678, 0.45873473048818864]",39.9373243536,-93.3681420884,NO
